As Of Date,Currency,Universe Name,Classification,,,,,,
POWSOL 8 ½ 05/15/27,CLARIOS GLOBAL,-24.63788006,100,8.275302549,8.275302549,0.446338493,357.6156654,Corporate,6.41233E-05
PPC 3 ½ 03/01/32,PILGRIM'S PRIDE,-12.43180649,91.7353893,5.010195909,5.010195909,5.245178598,117.1878149,Corporate,0.371766051
PPC 4 ¼ 04/15/31,PILGRIM'S PRIDE,-14.0770522,97.07776821,4.8516229,4.8516229,3.881805576,96.76822004,Corporate,0.276688799
PPC 6 ¼ 07/01/33,PILGRIM'S PRIDE,-13.96505394,107.1109328,5.131754437,5.10386514,6.084078427,121.7324358,Corporate,0.460598108
PPC 6 ⅞ 05/15/34,PILGRIM'S PRIDE,-7.134028489,110.8931129,5.292131338,5.25831092,6.458829163,131.1971991,Corporate,0.530217973
PR 5 ⅞ 07/01/29,PERMIAN RESR OPR,-10.90724107,99.83059102,5.92233406,5.92233406,1.511311514,151.2948272,Corporate,0.13481447
PR 6 ¼ 02/01/33,PERMIAN RESR OPR,-14.7151818,101.642322,5.970626318,5.77061181,3.869343981,149.8629703,Corporate,0.415530043
PR 7 01/15/32,PERMIAN RESR OPR,-15.08937753,103.6276241,6.295639,5.78876019,2.712415786,157.169901,Corporate,0.312611179
PR 8 04/15/27,EARTHSTONE NRGY,-8.02220071,101.7598932,6.811422941,4.95972516,0.569678508,109.2177907,Corporate,0.028656556
PRAA 8 ⅜ 02/01/28,PRA GROUP INC,-5.189252559,102.9175887,7.022898999,6.04115347,0.582149125,178.9671746,Corporate,0.057859715
PRAA 8 ⅞ 01/31/30,PRA GROUP INC,-8.508394693,105.4733389,7.388351128,6.64632359,1.401128761,225.0635223,Corporate,0.159689385
PRGO 3.15 06/15/30,PERRIGO FINANCE,-11.34742027,97.84292813,5.417846988,5.417846988,4.073406771,177.812743,Corporate,0.21965474
PRGO 6 ⅛ 09/30/32,PERRIGO FINANCE,-10.84733503,100.9592125,5.955722113,5.85463435,3.923086277,164.3139663,Corporate,0.378563945
PRIHEA 9 ⅜ 09/01/29,PRIME HEALTHCARE,-22.36058217,102.660461,8.569737341,8.34494718,2.39269703,445.6849164,Corporate,0.132981776
PRMWCN 4 ⅜ 04/30/29,PRIMO/TRTON WAT,-10.21267824,96.96203514,5.302214128,5.302214128,2.580718838,157.5239087,Corporate,0.128336611
PRMWCN 6 ¼ 04/01/29,PRIMO/TRTON WAT,-11.49588307,100.1529142,6.199885222,5.95871635,1.02074962,149.3145165,Corporate,0.11675123
PRSESE 3 ⅜ 08/31/27,PRIME SEC/FIN,-14.03711484,97.22660401,4.864483859,4.864483859,1.76213049,128.0786679,Corporate,0.044565287
PRSESE 6 ¼ 01/15/28,PRIME SEC/FIN,-20.30120338,100.1196378,6.189771958,4.71418709,0.078003584,58.57906019,Corporate,0.057692729
QNTELE 5 ¾ 08/15/32,QNITY ELECTRONIC,-14.63357067,101.5717133,5.4736275,5.38176054,4.48537022,132.9262324,Corporate,0.383681063
QNTELE 6 ¼ 08/15/33,QNITY ELECTRONIC,-10.79177,102.7195633,5.816205157,5.60977176,4.559080245,141.695972,Corporate,0.469020118
QUIKHO 6 ¾ 03/01/33,QUIKRETE HOLDING,-22.83028029,103.9034348,6.091732687,5.74775287,3.926444172,157.1098328,Corporate,0.417727019
QUIKHO 6 ⅜ 03/01/32,QUIKRETE HOLDING,-57.71469853,103.8942356,5.648156589,5.38363442,3.738607731,134.7156504,Corporate,0.33579385
QVCN 6 ⅞ 04/15/29,QVC INC,-7.345870152,52.80380489,28.76591809,28.76591809,2.5637731,2518.292465,Corporate,0.087229502
RADIAT 9 ¼ 03/25/30,RADIATE HOLDCO L,-11.53190484,59.52834806,23.58719754,23.58719754,3.388925403,2000.252294,Corporate,0.15391597
RADIAT PIK-TERM FIFO 1L USD,RADIATE HOLDCO,-12.8947204,80.375,15.8944122,15.8944122,-0.424794754,1105.324726,Corporate,
RADPAR 8 ½ 07/15/32,RADIOLOGY PARTNE,-13.04475819,101.9758003,8.112926379,7.99347487,4.078365091,390.0595877,Corporate,0.325909322
RADPAR 9.781 02/15/30,RADIOLOGY PARTNE,-9.614265479,97.59529664,10.60574758,10.60574758,4.212113392,700.2412258,Corporate,0.206678764
RAKUTN 11 ¼ 02/15/27,RAKUTEN GROUP,-26.4628439,108.3860251,5.091394964,5.091394964,1.326617679,142.0204471,Corporate,0.024424355
RAKUTN 6 ¼ PERP,RAKUTEN GROUP,-13.85131928,94.76511471,7.989237308,7.40386716,4.520774968,372.0702894,Corporate,0.251762795
RAKUTN 8 ⅛ PERP,RAKUTEN GROUP,-8.621261153,102.40472,7.68786048,7.45119735,3.51828661,383.4695314,Corporate,0.152766749
RAKUTN 9 ¾ 04/15/29,RAKUTEN GROUP,-29.94173549,111.1873889,6.227015174,6.227015174,2.947052245,268.0671873,Corporate,0.111633867
RBACN 6 ¾ 03/15/28,RB GLOBAL HLDS,-6.613106365,102.4094293,5.707011622,5.07562303,0.805480667,99.40391059,Corporate,0.063597733
RBACN 7 ¾ 03/15/31,RB GLOBAL HLDS,-10.96106969,105.0801039,6.634490723,5.14188732,0.888776585,75.07464475,Corporate,0.235581931
RBLX 3 ⅞ 05/01/30,ROBLOX CORP,-13.44934104,95.61288745,4.943141987,4.943141987,3.440260677,119.308638,Corporate,0.201098332
RCAP 10 08/15/30,ARETEC GROUP,-10.76225108,109.5046348,7.647137971,5.44826033,1.257283624,151.1607291,Corporate,0.189148781
RCAP 7 ½ 04/01/29,ARETEC GROUP,-6.333544825,100.5481917,7.31995801,6.47306435,0.843080658,217.0646158,Corporate,0.112210761
RCICN 5 ¼ 03/15/2082,ROGERS COMMUNIC,-10.02861909,99.11757493,7.06502654,5.86693718,1.396191721,223.6828239,Corporate,0.027088614
RCICN 7 04/15/55,ROGERS COMMUNIC,-15.76136707,103.8321646,6.699382077,6.00000559,3.729307334,237.4202124,Corporate,0.177315305
RCICN 7 ⅛ 04/15/55,ROGERS COMMUNIC,-14.1499813,104.4554579,6.77304064,6.48454926,6.719966163,247.0393511,Corporate,0.586364369
RCM 6 ⅞ 11/15/31,RAVEN ACQUISITIO,-18.95114687,102.9738032,6.284509157,6.05590823,3.502655991,202.0758956,Corporate,0.297015861
RGCARE 10 06/01/32,LIFEPOINT HEALTH,-12.02809184,104.0537699,9.173351535,8.69430261,3.051618019,442.8584859,Corporate,0.295342823
RGCARE 11 10/15/30,LIFEPOINT HEALTH,-16.19633704,110.6723201,8.380063116,5.74120898,1.178512943,183.2226117,Corporate,0.187192535
RGCARE 5 ⅜ 01/15/29,LIFEPOINT HEALTH,-7.523851878,95.73137072,6.819653774,6.819653774,2.578844661,315.6754776,Corporate,0.107666905
RGCARE 8 ⅜ 02/15/32,LIFEPOINT HEALTH,-10.24827459,106.0493983,7.182138253,6.76962622,3.420599177,267.4600583,Corporate,0.304531697
RGCARE 9 ⅞ 08/15/30,LIFEPOINT HEALTH,-12.94491478,108.5117754,7.761658464,5.59487433,1.134768756,158.4642261,Corporate,0.189262683
RHP 4 ½ 02/15/29,RHP HOTEL PPTY,-8.815738746,98.04258331,5.128420113,5.128420113,2.39387131,135.3703506,Corporate,0.117026012
RHP 4 ¾ 10/15/27,RHP HOTEL PPTY,-6.727709232,99.80442987,4.846931699,4.846931699,0.724371505,67.40954115,Corporate,0.048409653
RHP 6 ½ 04/01/32,RHP HOTEL PPTY,-14.65961677,102.9358291,5.95184899,5.57749853,3.028068524,139.546861,Corporate,0.331163295
RHP 6 ½ 06/15/33,RHP HOTEL PPTY,-9.298459914,103.3779833,5.947992082,5.67730056,4.234595538,149.4776837,Corporate,0.442480854
RHP 7 ¼ 07/15/28,RHP HOTEL PPTY,-5.50354224,103.1585804,6.021836406,5.42401685,1.074482133,136.7421775,Corporate,0.07964994
RIG 8 02/01/27,TRANSOCEAN INC,-7.701833604,99.87937778,8.083007045,8.083007045,0.363411546,350.7136166,Corporate,0.023021504
RIG 8 ¼ 05/15/29,TRANSOCEAN INC,-13.20016662,97.37597276,9.097998524,9.097998524,2.68459674,535.8463179,Corporate,0.115426958
RIG 8 ½ 05/15/31,TRANSOCEAN INC,-12.76519665,94.50939322,9.777070895,9.777070895,3.791646407,590.1312264,Corporate,0.231893049
RIG 8 ¾ 02/15/30,TRANSOCEAN INC,-15.48310783,105.1914849,6.891948453,6.477981814,0.716542822,146.0745655,Corporate,0.163181346
RIG 8 ⅜ 02/01/28,TRANSOCEAN TITAN,-8.376427755,102.4976743,6.674316858,6.674316858,0.608585171,198.5632986,Corporate,0.057737808
RITM 8 04/01/29,RITHM CPTL CORP,-11.82580042,102.7127956,7.121192232,6.82343296,1.884299385,291.8410511,Corporate,0.111429041
RITM 8 07/15/30,RITHM CPTL CORP,-7.312010214,102.6700092,7.32842089,7.18476667,3.03372416,330.1332147,Corporate,0.190299373
RKT 2 ⅞ 10/15/26,ROCKET MTGE LLC,-14.90879119,97.90628355,4.854972703,4.854972703,1.045186785,112.1471417,Corporate,0.016282069
RKT 3 ⅝ 03/01/29,QUICKEN LOANS,-10.77440593,95.67327598,4.996432489,4.996432489,2.880171654,138.5111824,Corporate,0.122162171
RKT 3 ⅞ 03/01/31,QUICKEN LOANS,-18.75146006,93.9564057,5.155798587,5.155798587,4.385783293,139.9879039,Corporate,0.27249334
RKT 4 10/15/33,ROCKET MTGE LLC,-12.47955768,91.34685027,5.329079054,5.329079054,6.015404444,130.4826292,Corporate,0.52633384
RKT 6 ⅛ 08/01/30,ROCKET COS INC,-10.32988572,103.5662343,5.283266681,5.09736494,2.95790519,119.2190487,Corporate,0.208446277
RKT 6 ⅜ 08/01/33,ROCKET COS INC,-10.33596314,104.2768729,5.691011359,5.36417201,4.262942852,118.338681,Corporate,0.460480945
ROCKIE 4.95 07/15/29,ROCKIES EXPRESS,-7.765212462,98.47534645,5.392093759,5.392093759,3.34555377,180.2160441,Corporate,0.140977799
ROCKIE 6 ¾ 03/15/33,ROCKIES EXPRESS,-7.436163321,104.3288261,6.024955794,5.64977997,3.793459542,147.5618043,Corporate,0.409463707
ROCSOF 6 ½ 02/15/29,ROCKET SOFTWARE,-8.054324241,97.23220926,7.426379948,7.426379948,2.165451554,354.9865761,Corporate,0.109988901
ROCSOF 9 11/28/28,ROCKET SOFTWARE,-9.532006666,103.3630338,7.794609482,-5.18008692,0.024929126,-941.3608242,Corporate,0.091998592
RRC 4 ¾ 02/15/30,RANGE RESOURCES,-6.916977604,98.15046304,5.222072323,5.222072323,2.770206857,127.9554245,Corporate,0.182743239
RRC 8 ¼ 01/15/29,RANGE RESOURCES,-8.972015383,102.533236,7.376685437,4.73466354,0.366357153,71.30158466,Corporate,0.101843826
RRD 10 ⅞ 08/01/29,RR DONNELLEY,-7.04113071,98.04528554,11.50379023,11.50379023,2.684248519,767.1874089,Corporate,0.119166336
RRD 9 ½ 08/01/29,RR DONNELLEY,-15.42016308,101.8889898,8.9095561,8.73978117,2.437849499,486.7847782,Corporate,0.126530913
RRR 4 ½ 02/15/28,STATION CAS,-9.753398569,98.73931352,5.056246199,5.056246199,1.568426119,125.4601769,Corporate,0.063727734
RRR 4 ⅝ 12/01/31,STATION CAS,-7.454395595,95.20243789,5.545379824,5.545379824,5.163578713,178.0077144,Corporate,0.327466319
RRR 6 ⅝ 03/15/32,STATION CAS,-7.556843613,102.9546765,6.068841151,5.6851042,2.96642174,149.9045872,Corporate,0.324567591
RWLVCA 4 ⅝ 04/16/29,RESORTS WORLD LV,-14.50681295,90.00213869,7.865485914,7.865485914,3.139726655,431.3051544,Corporate,0.121077236
RWLVCA 8.45 07/27/30,RESORTS WORLD LV,-6.026200772,100.5257927,8.312796074,8.31224856,3.848462965,465.8077832,Corporate,0.189085773
RYASPE 4 ⅜ 02/01/30,RYAN SPECIALTY G,-5.963690117,97.23895518,5.083213942,5.083213942,3.001501195,124.7216104,Corporate,0.181561789
RYASPE 5 ⅞ 08/01/32,RYAN SPECIALTY,-17.0697498,101.5975868,5.591263128,5.41231078,3.787319788,123.7709748,Corporate,0.377014826
SABHLD 10 ¾ 11/15/29,SABRE GLBL INC,-11.84316449,96.59813162,11.79300797,11.79300797,2.597093339,783.9893167,Corporate,0.130372778
SABHLD 11 ⅛ 07/15/30,SABRE GLBL INC,-19.33228823,96.26950666,12.14183228,12.14183228,3.241565964,833.3949745,Corporate,0.163535325
SABHLD 8 ⅝ 06/01/27,SABRE GLBL INC,-3.727197798,101.5618022,7.650158535,7.48423405,1.301724359,377.8169705,Corporate,0.033127933
SAGLEN 11 12/15/29,SAKS GLOBAL,-24.18247605,38.06584557,44.75634389,44.75634389,2.358304503,4110.586525,Corporate,0.080778895
SAH 4 ⅝ 11/15/29,SONIC AUTOMOTIVE,-9.433899666,97.41170458,5.32182558,5.32182558,2.749783627,148.3269437,Corporate,0.163293021
SAH 4 ⅞ 11/15/31,SONIC AUTOMOTIVE,-7.420535657,95.97992063,5.653211974,5.653211974,4.374487451,174.6957096,Corporate,0.319468092
SATS 5 ¼ 08/01/26,HUGHES SATELLITE,-5.373311709,98.46931213,7.04211711,7.04211711,0.852792523,326.2222153,Corporate,0.011356655
SATS 6 ¾ 11/30/30,ECHOSTAR CORP,-32.93878713,101.0888704,6.910723087,6.910723087,4.739205352,326.6657154,Corporate,0.266940985
SATS 6 ⅝ 08/01/26,HUGHES SATELLITE,-7.156601781,95.93604155,11.53211732,11.53211732,0.831365048,775.7512285,Corporate,0.010823662
SBAC 3 ⅛ 02/01/29,SBA COMMUNICATIO,-21.65733731,94.2284052,4.994966018,4.994966018,3.006187294,142.1082865,Corporate,0.117696551
SBAC 3 ⅞ 02/15/27,SBA COMMUNICATIO,-21.84747388,98.7697867,4.772871077,4.772871077,1.211262842,104.202403,Corporate,0.025618859
SBGI 5 ½ 03/01/30,SINCLAIR TELE,-7.260786206,81.37930467,10.86187898,10.86187898,3.690984562,725.8781096,Corporate,0.167045856
SBGI 8 ⅛ 02/15/33,SINCLAIR TELE,-21.84573748,102.3094056,7.709294089,7.50033472,4.027315355,325.7769447,Corporate,0.381938231
SCI 3 ⅜ 08/15/30,SERVICE CORP,-12.45437978,92.94950151,5.005837364,5.005837364,4.168589782,132.9796174,Corporate,0.229329226
SCI 4 05/15/31,SERVICE CORP,-11.83882347,94.5024236,5.126604339,5.126604339,4.384589907,133.1328364,Corporate,0.2861665
SCI 4 ⅝ 12/15/27,SERVICE CORP,-5.873396949,99.75283189,4.738248348,4.738248348,0.859341676,60.40946347,Corporate,0.05592065
SCI 5 ¾ 10/15/32,SERVICE CORP,-11.76763078,101.663445,5.463060552,5.29146126,3.917812665,111.6997959,Corporate,0.392007786
SCI 5 ⅛ 06/01/29,SERVICE CORP,-11.42121757,100.0187659,5.117012384,5.10859169,1.900171213,101.0281935,Corporate,0.132433416
SEE 4 12/01/27,SEALED AIR CORP,-6.486348648,98.15659391,4.881500346,4.881500346,2.009537348,130.9370015,Corporate,0.054543676
SEE 5 04/15/29,SEALED AIR CORP,-5.941116825,99.37476788,5.19123174,5.19123174,2.164055487,124.2998457,Corporate,0.12391024
SEE 6 ½ 07/15/32,SEALED AIR CORP,-5.83953701,103.9998171,5.782538613,5.33363289,3.203971009,115.4174046,Corporate,0.363304066
SEE 6 ⅛ 02/01/28,SEALED AIR/US,-9.480782658,101.2811686,5.542449401,5.15420793,1.188458451,129.7589878,Corporate,0.060353912
SEE 7 ¼ 02/15/31,SEALED AIR/US,-6.227623993,105.2936771,6.089909836,5.41201983,1.923363908,112.8793397,Corporate,0.237690111
SFRFP 5 ½ 01/15/28,ALTICE FRANCE,-12.91018664,87.533608,11.73047463,11.73047463,2.047398678,817.6915377,Corporate,0.054068288
SFRFP 5 ½ 10/15/29,ALTICE FRANCE,-8.032619153,86.16424543,9.666462534,9.666462534,3.413442822,608.5519248,Corporate,0.14505235
SFRFP 5 ⅛ 01/15/29,ALTICE FRANCE,-5.340319975,84.98632097,10.57002841,10.57002841,2.852480675,701.5221715,Corporate,0.101739724
SFRFP 5 ⅛ 07/15/29,ALTICE FRANCE,-18.70284066,84.96411695,9.921822526,9.921822526,3.254632793,636.0126603,Corporate,0.13074075
SFRFP 6 02/15/28,ALTICE FRANCE,-3.450240868,34.37174126,,,,,Corporate,
SFRFP 8 ⅛ 02/01/27,ALTICE FRANCE,-20.78739736,93.55841514,,,,,Corporate,
SGI 3 ⅞ 10/15/31,SOMNIGROUP INTL,-11.9195664,92.20740237,5.390793019,5.390793019,4.865787825,159.8335155,Corporate,0.323023688
SGI 4 04/15/29,SOMNIGROUP INTL,-11.31963776,96.08642133,5.205801893,5.205801893,2.796422947,155.5535585,Corporate,0.126609725
SGUSLL 11 12/15/29,SGUS LLC,-14.82359524,89.28351263,14.43966877,14.43966877,3.002622415,1076.044104,Corporate,0.130045159
SIRI 3 ⅛ 09/01/26,SIRIUS XM RADIO,-8.55180487,99.27254957,3.89183073,3.89183073,0.857577383,8.858318878,Corporate,0.013695926
SIRI 3 ⅞ 09/01/31,SIRIUS XM RADIO,-21.73373922,90.7659743,5.721141346,5.721141346,4.958400137,196.0684189,Corporate,0.315335952
SIRI 4 07/15/28,SIRIUS XM RADIO,-29.57535359,96.82336925,5.212906229,5.212906229,2.290093337,159.4924425,Corporate,0.084371754
SIRI 4 ⅛ 07/01/30,SIRIUS XM RADIO,-21.21715811,93.87149383,5.594699089,5.594699089,3.896484765,190.7699213,Corporate,0.212201982
SIRI 5 08/01/27,SIRIUS XM RADIO,-20.58423773,99.84361937,5.084771616,5.084771616,0.564515224,86.46394592,Corporate,0.040881095
SIRI 5 ½ 07/01/29,SIRIUS XM RADIO,-17.7321891,100.0595709,5.479871544,5.45981313,1.931767454,134.1217969,Corporate,0.136585632
SKX 10 07/15/33,BEACH ACQUISITIO,-32.33884546,107.303597,9.975587991,9.43127878,7.541757705,604.4894746,Corporate,0.593939656
SLM 3 ⅛ 11/02/26,SLM CORP,-5.57213032,98.15954366,4.793411282,4.793411282,1.091868009,106.1831315,Corporate,0.017504353
SLM 6 ½ 01/31/30,SLM CORP,-7.281623091,104.7819775,5.263648755,5.24413536,3.742878517,164.2996056,Corporate,0.17259094
SM 6 ½ 07/15/28,SM ENERGY CO,-6.236306028,100.7782337,6.193583603,5.53556239,1.071851428,150.8935167,Corporate,0.080349949
SM 6 ¾ 08/01/29,SM ENERGY CO,-10.92460514,100.8070781,6.509201711,6.43618523,2.611729296,261.4039883,Corporate,0.137342371
SM 6 ¾ 09/15/26,SM ENERGY CO,-5.325560515,100.1443727,6.598912604,4.9777651,0.076542298,87.17898735,Corporate,0.013610451
SM 6 ⅝ 01/15/27,SM ENERGY CO,-3.471945957,100.0309259,6.591674672,6.17666505,0.077372707,209.7579224,Corporate,0.022208654
SM 7 08/01/32,SM ENERGY CO,-10.99232502,99.88565405,7.019317053,7.019317053,3.935367808,274.5046549,Corporate,0.354288436
SMG 4 04/01/31,SCOTTS MIRACLE,-6.679958037,92.45086669,5.598597623,5.598597623,4.466090952,185.691218,Corporate,0.272110213
SMG 4 ½ 10/15/29,SCOTTS MIRACLE,-6.027937179,97.15652027,5.279589067,5.279589067,2.949497964,152.8277691,Corporate,0.157507792
SMG 4 ⅜ 02/01/32,SCOTTS MIRACLE,-5.880342577,92.60281638,5.77444336,5.77444336,4.929682811,192.0383545,Corporate,0.347200149
SMYREA 6 11/01/28,SMYRNA READY MIX,-18.41980631,100.1808376,5.932905995,5.82593529,1.343780218,163.4620133,Corporate,0.095304315
SMYREA 8 ⅞ 11/15/31,SMYRNA READY MIX,-15.64936881,106.2021841,7.595080364,6.67254271,1.998014086,226.303272,Corporate,0.274207011
SNAP 6 ⅞ 03/01/33,SNAP INC,-21.77280838,101.4913443,6.618412276,6.48503188,4.258749899,225.6440189,Corporate,0.411561777
SNAP 6 ⅞ 03/15/34,SNAP INC,-8.002232029,100.6524471,6.769854284,6.71496114,4.887233457,238.0765253,Corporate,0.503526335
SNEX 6 ⅞ 07/15/32,STONEX ESCROW,-9.504224153,103.1035255,6.307270543,6.12204011,4.137747474,206.7984364,Corporate,0.355133179
SNEX 7 ⅞ 03/01/31,STONEX GROUP INC,-2.33720393,105.8991809,6.573923315,5.96923863,2.306004972,178.0433691,Corporate,0.240313547
SOBOCN 7 ½ 03/01/55,SOUTH BOW CANADI,-9.123951003,105.6176598,6.948869672,6.67542242,6.78923636,267.3029717,Corporate,0.585609644
SOBOCN 7 ⅝ 03/01/55,SOUTH BOW CANADI,-6.218941957,104.4868985,7.209921364,6.398578,3.591656727,281.6487951,Corporate,0.172518095
SOLEIN 4 ¼ 10/01/28,OLYMPUS WTR HLDG,-12.54727756,96.26740893,5.593691625,5.593691625,2.466334214,198.4212702,Corporate,0.09386671
SOLEIN 6 ¼ 10/01/29,OLYMPUS WTR HLDG,-5.803072462,97.45097833,6.980491284,6.980491284,2.433534213,304.2744188,Corporate,0.145039707
SOLEIN 6 ¾ 08/01/32,INVERSION ESCROW,-8.864358144,99.92363763,6.766115233,6.766115233,4.495890324,267.3956698,Corporate,0.358896521
SOLEIN 7 ¼ 06/15/31,OLYMPUS WTR HLDG,-13.02826232,102.4018462,6.740997705,6.52158227,3.183766529,248.6491258,Corporate,0.257137597
SOLEIN 9 ¾ 11/15/28,OLYMPUS WTR HLDG,-25.70663862,104.9774268,7.949516099,5.98400281,0.708627449,195.510178,Corporate,0.088337125
SPH 5 06/01/31,SUBURBAN PROPANE,-9.397435118,94.98510143,6.047453403,6.047453403,4.227031715,222.0023153,Corporate,0.277750088
SPLS 10 ¾ 09/01/29,STAPLES INC,-34.28969881,96.55911994,11.85822301,11.85822301,2.830972863,808.6345515,Corporate,0.124088112
SPLS 12 ¾ 01/15/30,STAPLES INC,-11.8856509,71.8950609,23.35726035,23.35726035,2.874000391,1972.653439,Corporate,0.112604272
SPR 4.6 06/15/28,SPIRIT AEROSYSTE,-9.310614764,100.0654882,4.571986583,4.57183951,2.420206602,98.02077933,Corporate,0.079603195
SPR 9 ¾ 11/15/30,SPIRIT AEROSYSTE,-17.19650752,110.4481445,7.287739387,4.60943036,1.233632773,78.34594027,Corporate,0.202873686
SPR 9 ⅜ 11/30/29,SPIRIT AEROSYSTE,-14.1508495,105.6087583,7.784653091,4.83453127,0.234252749,79.24762636,Corporate,0.145223886
SSNC 5 ½ 09/30/27,SS&C TECH INC,-18.9824022,99.98576286,5.505491489,5.505491489,0.627964423,101.6491279,Corporate,0.045879736
SSNC 6 ½ 06/01/32,SS&C TECH INC,-10.84646683,103.7362149,5.818619455,5.37661939,3.077017803,119.2081028,Corporate,0.349809816
SSP 3 ⅞ 01/15/29,SCRIPPS ESCROW,-7.819041082,88.25457365,7.936736806,7.936736806,3.013097738,438.8041183,Corporate,0.109343849
SSP 9 ⅞ 08/15/30,EW SCRIPPS,-11.2085077,95.77785245,11.00002547,11.00002547,3.479947145,721.6543536,Corporate,0.179079154
ST 3 ¾ 02/15/31,SENSATA TECHNOLO,-10.90116365,92.38545873,5.385198558,5.385198558,4.451905167,164.5539947,Corporate,0.26812393
ST 4 04/15/29,SENSATA TECH BV,-14.63183426,96.16983651,5.179477029,5.179477029,2.786776177,152.5118062,Corporate,0.126649471
ST 4 ⅜ 02/15/30,SENSATA TECH INC,-6.796297312,96.79060182,5.194398422,5.194398422,3.900530876,157.8221749,Corporate,0.184402584
ST 5 ⅞ 09/01/30,SENSATA TECH BV,-7.258181595,100.9462338,5.653690888,5.3626921,2.230412209,122.1671808,Corporate,0.217205287
ST 6 ⅝ 07/15/32,SENSATA TECHNOLO,-7.453527391,103.5393935,5.985495235,5.58703106,3.296644652,140.8471123,Corporate,0.360516853
STCITY 5 01/15/29,STUDIO CITY FIN,-15.56081205,95.14029334,6.640130507,6.640130507,2.703489927,301.7035299,Corporate,0.108630217
STCITY 6 ½ 01/15/28,STUDIO CITY FIN,-6.528022418,99.92769266,6.528570136,6.528570136,0.947931088,187.418174,Corporate,0.057308418
STENA 7 ¼ 01/15/31,STENA INTERNATIO,-12.66448504,101.2508838,6.962837302,6.82133042,3.039660543,277.5427684,Corporate,0.230704293
STENA 7 ⅝ 02/15/31,STENA INTERNATIO,-6.137330825,103.0226917,6.945599945,6.62311113,2.820141679,256.896242,Corporate,0.236139404
STGW 5 ⅝ 08/15/29,MIDAS OPCO HLDGS,-15.74139838,96.67230133,6.598370948,6.598370948,2.659225331,278.856081,Corporate,0.142937583
STWD 4 ⅜ 01/15/27,STARWOOD PROP TR,-7.32329686,99.06416256,5.098048425,5.098048425,1.143057571,134.4050676,Corporate,0.022880605
STWD 6 04/15/30,STARWOOD PROP TR,-6.042696639,102.2029755,5.450222128,5.3918374,3.685934755,173.77897,Corporate,0.185273427
STWD 6 ½ 07/01/30,STARWOOD PROP TR,-7.461341223,104.3969062,5.445832249,5.34134657,3.832874926,169.0044521,Corporate,0.200352707
STWD 6 ½ 10/15/30,STARWOOD PROP TR,-7.522115471,104.3454197,5.508863811,5.41764247,3.982930267,174.8849342,Corporate,0.218077303
STWD 7 ¼ 04/01/29,STARWOOD PROP TR,-8.942496463,105.5959,5.495577495,5.24406022,2.736042242,167.0106746,Corporate,0.115521883
STX 4.091 06/01/29,SEAGATE DATA,-5.85169186,95.96440353,5.297034801,5.297034801,3.3049769,172.8635032,Corporate,0.135072444
STX 5 ⅞ 07/15/30,SEAGATE DATA,-5.106773223,102.3707983,5.308572559,5.1624747,3.013363522,127.7208362,Corporate,0.205468291
STX 8 ¼ 12/15/29,SEAGATE DATA,-7.7990724,106.2735561,6.535887465,5.39138317,1.173288494,123.6331535,Corporate,0.154290797
STX 8 ½ 07/15/31,SEAGATE DATA,-5.841273418,106.0916182,7.201741442,5.96867416,1.419622555,150.9647925,Corporate,0.258272776
STX 9 ⅝ 12/01/32,SEAGATE DATA,-9.375730029,113.6621142,7.165783657,5.11341442,2.387650417,131.4109608,Corporate,0.349161476
SUN 4 ½ 04/30/30,SUNOCO LP/FIN,-12.11230759,96.38028003,5.390861426,5.390861426,3.258055066,158.7564507,Corporate,0.196136404
SUN 4 ½ 05/15/29,SUNOCO LP/FIN,-11.29966907,97.34696882,5.300849016,5.300849016,2.662330432,156.6402778,Corporate,0.130780883
